Survey_Number,Var_Name,Var_Text
6,WWWHR,OHOURS PER WEEK USING OTHER COMPUTER WWW
6,MAPRES10,5PLUSMOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
6,SEXSEX5,SEX OF SEX PARTNERS LAST FIVE YEARS
6,RACE,SELFR'S OWN RACIAL ID
6,INTRACE1,INTERVIEWER S RACE1
6,RELSP14,RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
6,AIDSLOOK,A HEALTH-LOOK PERSON MAY HAVE AIDS
6,COLSCI,R HAS TAKEN ANY COLLEGE-LEVEL SCI COURSE 
6,OLD1,AGE OF 1ST PERSON
6,OTHER,5PERSON #5 IS OTHER TYPE OF ACQUAINTANCE
6,MAR1,MARITAL STATUS OF 1ST PERSON
6,FORM,LFINHAVE YOU FINISHED ALL THE COURSES              
6,PILLOK,BIRTH CONTROL TO TEENAGERS 14-16
6,RIFLE,RIFLE IN HOME
6,SCITEXT,WHAT IT MEANS TO R TO STUDY SCIENTIFICALLY
6,EARNRS,HOW MANY IN FAMILY EARNED MONEY
6,EXCLDIMM,AMERICA SHOULD EXCLUDE ILLEGAL IMMIGRANTS
6,OTHER,OTHER PROTESTANT DENOMINATIONS
6,PRES12,VOTE OBAMA OR ROMNEY
6,REFRNDMS,REFERENDUM ARE GOOD WAY TO DECIDE IMPORTANT POL QUEST
6,YEAR,VALTOTAL DOLLAR VALUE OF PAYMENTS IN THAT YEAR
6,SATJOB1,JOB SATISFACTION IN GENERAL
6,OLD1,4AGE OF 14TH PERSON (VISITOR)
6,NTWKHARD,PAST WEEK NOT WORK HARD ENOUGH
6,RACECEN3,WHAT IS RS RACE 3RD MENTION
6,COLMIL,ALLOW MILITARIST TO TEACH
6,REALRINC,RS INCOME IN CONSTANT $
6,RELHH8,RELATIONSHIP OF PERSON 8 TO HEAD OF HOUSEHOLD
6,WORDSUM,NUMBER WORDS CORRECT IN VOCABULARY TEST
6,JOBFIND,COULD R FIND EQUALLY GOOD JOB
6,PASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN PAOCC10 BASED ON ACS 2010
6,DIVLAW,YDIVORCE LAWS-VERSION Y
6,SPEVWORK,SPOUSE EVER WORK AS LONG AS A YEAR
6,AIDSCNDM,CONDOM CAN REDUCE AIDS
6,EVOLVED,2ELEPHANTS EVOLVED FROM EARLIER SPECIES: TRUE OR FALSE
6,LIVEBLKS,NEIGHBORHOOD HALF BLACK
6,WKSMOOTH,WORKPLACE RUNS IN SMOOTH MANNER
6,HHTYPE,1HOUSEHOLD TYPE (CONDENSED)
6,RELHHD10,RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
6,TEENS,EX1MORALITY OF TEENS HAVING SEX
6,NATCITY,SOLVING PROBLEMS OF BIG CITIES
6,TEENS,HOUSEHOLD MEMBERS 13 THRU 17 YRS OLD
6,MAWRKSLF,MOTHER SELF-EMP. OR WORKED FOR SOMEBODY
6,COLRAC,ALLOW RACIST TO TEACH
6,BIGBANG,1UNIVERSE BEGAN WITH A BIG EXPLOSION: TRUE OR FALSE
6,BELIKEUS,AGREE BETTER IF PEOPLE WERE MORE LIKE AMERICANS  
6,CONSCI,YSCIENTIFIC COMMUNITY -- VERSION Z
6,OTHER,SEXR HAD SEX WITH SOME OTHER LAST YEAR
6,WKSUPS,DOES SUBORDINATE SUPERVISE ANYONE
6,XMOVIE,SEEN X-RATED MOVIE IN LAST YEAR
6,UNION,GODDESIRE TO BE CLOSER TO GOD                    
6,PARTTEAM,R WORK AS PART OF A TEAM
6,ASTROLGY,EVER READ A HOROSCOPE OR PERSONAL ASTROLOGY REPORT
6,NEWSFROM,MAIN SOURCE OF INFORMATION ABOUT EVENTS IN THE NEWS
6,RELSP11,RELATIONSHIP OF PERSON 11 TO SPOUSE OF HOUSEHO
6,RVISITOR,IS R A VISITOR?
6,NATENVIR,IMPROVING & PROTECTING ENVIRONMENT
6,SHOTGUN,SHOTGUN IN HOME
6,PAPRES10,5PLUSFATHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
6,DEFPENSN,R HAS DEFINED BENEFIT PENSION PLAN
6,RACE,1RACE OF PERSON NUMBER 1
6,VOTE08,DID R VOTE IN 2008 ELECTION
6,RACMEET,ALLOWED TO HOLD PUB MEETING FOR RACIST  
6,AMENGLSH,HOW IMPORTANT TO BE ABLE TO SPEAK ENGLISH        
6,SOCREL,SPEND EVENING WITH RELATIVES
6,INTRACE3,INTERVIEWER S RACE3
6,LETDIE1,ALLOW INCURABLE PATIENTS TO DIE
6,JOBPROMO,CHANCES FOR ADVANCEMENT
6,MAJOR2,COLLEGE MAJOR 2
6,TAX,ES12PAST 12 MONTHS R WEB TO LEARN TAXES
6,WTSSALL,WEIGHT VARIABLE
6,RELIG,PUBBETTER IF MORE BELIEVERS HELD PUBLIC OFFICE
6,SEX,EMPIMPORTANCE OF GENDER TO PAY
6,HUNT,DOES R OR SPOUSE HUNT
6,PIKUPSEX,R HAD SEX WITH CASUAL DATE LAST YEAR
6,GENDER14,GENDER OF 14TH PERSON (VISITOR)
6,DIPGED,"DIPLOMA, GED, OR OTHER"
6,MAEDUC,"HIGHEST YEAR SCHOOL COMPLETED, MOTHER"
6,OBEY,LAWSHOW IMPORTANT ALWAYS TO OBEY LAWS  
6,DEPRESS,TOLD HAVE DEPRESSION
6,FORM,FORM OF SPLIT QUESTIONNAIRE ASKED
6,SAFETYWK,WORKER SAFETY PRIORITY AT WORK
6,INTTECH,INTERESTED IN TECHNOLOGIES
6,XMOVIE,1SEEN PORN FILM (THEATER OR VCR) LAST YR
6,USWAR,EXPECT U.S. IN WAR WITHIN 10 YEARS
6,DENOM16,DENOMINATION IN WHICH R WAS RAISED
6,PROUDPOL,HOW PROUD ITS POLITICAL INFLUENCE IN THE WORLD   
6,OBEY,SZOBEYS PARENTS WELL-VERSION Z
6,NEWS,FRMYWHERE NEWS EVENTS INFO
6,PROUDSSS,HOW PROUD ITS SOCIAL SECURITY SYSTEM             
6,SAFEHLTH,SAFETY AND HEALTH CONDITION GOOD AT WORK
6,AMSHAMED,AGREE THERE ARE THINGS MAKE ME ASHAMED  
6,SRCBELT,SRC BELTCODE
6,TAX,RICHTAXES ON HIGH INCOME PEOPLE TOO HIGH
6,WHENHS,WHEN RECEIVED HS DEGREE
6,CUTAHEAD,R ALLOWED A STRANGER TO GO AHEAD OF YOU IN LINE
6,MANVSEMP,RELATIONS BW MANAGEMENT AND EMPLOYEES
6,CLASS,ICSHS AND COLL STUDTS READ TOO MANY CLASSICS  
6,FAMWKOFF,HOW HARD TO TAKE TIME OFF
6,RACECEN1,WHAT IS RS RACE 1ST MENTION
6,COOP,2RS ATTITUDE TOWARD INTERVIEW
6,NATAID,YASSISTANCE TO OTHER COUNTRIES -- VER Y
6,RELACTIV,HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES
6,SELFLESS,R FEELS LIKE A SELFLESS CARING FOR OTHERS
6,FUCITZN,IS R PLANNING/APPLING FOR US CITIZENSHIP OR NOT
6,HELPFUL,PEOPLE HELPFUL OR LOOKING OUT FOR SELVES
6,MAR7,MARITAL STATUS OF 7TH PERSON
6,GENDER1,0GENDER OF 10TH PERSON
6,TOOFAST,SCIENCE MAKES OUR WAY OF LIFE CHANGE TOO FAST
6,EVSTRAY,HAVE SEX OTHER THAN SPOUSE WHILE MARRIED
6,BETTRLFE,SCIENCE MAKES OUR LIVES BETTER
6,ETHNIC,COUNTRY OF FAMILY ORIGIN 
6,GOD,GUIDEFEEL GUIDED BY GOD IN DAILY ACTIVITIES
6,TRDESTCK,COMPANY STOCK PUBLICLY TRADED
6,VIRUSES,SCI KNOWLEDGE: ANTIBIOTICS KILL VIRUSES AS WELL AS BACTERIA
6,VISITORS,NUMBER OF VISITORS IN HOUSEHOLD
6,RELHH7,RELATIONSHIP OF PERSON 7 TO HEAD OF HOUSEHOLD
6,RELSP8,RELATIONSHIP OF PERSON 8 TO SPOUSE OF HOUSEHOL
6,LASERS,SCI KNOWLEDGE: LASERS WORK BY FOCUSING SOUND WAVES
6,MUSTWORK,MANDATORY TO WORK EXTRA HOURS
6,RELSP6,RELATIONSHIP OF PERSON 6 TO SPOUSE OF HOUSEHOL
6,POLEFF18,GOVT DO NOT CARE MUCH WHAT PPL LIKE R THINK  
6,TRUST,MANR TRUST MANAGEMENT AT WORK
6,NATEDUCY,EDUCATION -- VERSION Y
6,GOD,PARTSHOW OFTEN DOES R CONTACT GOD-PARENTS
6,RELATE11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
6,RATETONE,R'S FACIAL COLORING BY INTERVIEWER
6,COMPWAGE,ANNUAL WAGES IN PREVIOUS YEAR WERE HIGHER THAN SAME JOBS IN OTHER COMPANIES
6,GOD,SPORTPRO-ATHLETES GIVING THANKS TO GOD     
6,SEXSEX,"18SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
6,OTHLANG,2WHAT OTHER LANGUAGES DOES R SPEAK
6,NUMEMPS,NUMBER OF EMPLOYEE FOR THE SELF-EMPLOYED
6,GENDER6,GENDER OF 6TH PERSON
6,TRDUNION,WORKERS NEED STRONG UNIONS
6,XMARSEX,SEX WITH PERSON OTHER THAN SPOUSE
6,ABANY,ABORTION IF WOMAN WANTS FOR ANY REASON
6,SHORTCOM,WORLD BETTER IF AMERICA ACKNOWLEDGED SHORTCOMINGS
6,DECSORGS,AMERICA SHOULD FOLLOW DECISION OF INTL ORG 
6,REBORN,HAS R EVER HAD A 'BORN AGAIN' EXPERIENCE
6,SEEKSCI,YWHERE GET SCIENCE ISSUE NEWS
6,WKRACISM,R FEELS DISCRIMINATED BECAUSE OF RACE
6,WRKWAYUP,BLACKS OVERCOME PREJUDICE WITHOUT FAVORS 
6,SPISCO88,"R'S SPOUSE'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
6,TRUST,FAMWOULD TRUST MY FAMILY                   
6,FAIR,ASNSASIANS COMMITTED TO FAIR AND EQUAL TREATMENT O
6,OTHER,WRKDOES R HAVE ANY ADDITIONAL JOB
6,EQWLTH,SHOULD GOVT REDUCE INCOME DIFFERENCES
6,RELHHD1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
6,SPDEN,"SPECIFIC DENOMINATION, SPOUSE"
6,PAEDUC,"HIGHEST YEAR SCHOOL COMPLETED, FATHER"
6,OTHSHELP,PEOPLE SHOULD HELP LESS FORTUNATE OTHERS
6,WORDI,WORD I
6,OPPSEGOV,HOW IMPORTANT: CITIZEN ENGAGE IN ACTS OF CIVIL DISOBEYED
6,POLGREED,MOST POLITICIANS ARE ONLY FOR WHAT GET OUT OF POLITICS
6,GENDER4,GENDER OF 4TH PERSON
6,MAR5,MARITAL STATUS OF 5TH PERSON
6,CLSEUSA,HOW CLOSE DO YOU FEEL TO AMERICA  
6,DEMTODAY,HOW WELL DEMOCRACY WORK IN AMERICA  
6,RELATE8,RELATIONSHIP OF 8TH PERSON TO HOUSEHOLD HEAD
6,SEX,FREQ1HAD SEX IN LAST MONTH
6,SEXFREQ,1HAD SEX IN LAST MONTH
6,AMCIT,IZNAGREE I WOULD RATHER BE A CITIZEN OF AMERICA     
6,GENDER13,GENDER OF 13TH PERSON (VISITOR)
6,COLDEG1,THE HIGHEST DEGREE R HAVE EARNED
6,FEHIRE,SHOULD HIRE AND PROMOTE WOMEN                            
6,HHTYPE,HOUSEHOLD TYPE
6,HIVTEST,2WHERE DID YOU HAVE YOUR LAST HIV TEST
6,OPDEVEL,OPPORTUNITY TO DEVELOP MY ABILITIES
6,RACE,THHIPOINTS ASSIGNED TO HISPANIC/LATINO
6,POLABUSE,CITIZEN SAID VULGAR OR OBSCENE THINGS
6,AGED,SHOULD AGED LIVE WITH THEIR CHILDREN
6,WHERE5,WHERE IS 5TH PERSON STAYING?
6,COHORT,YEAR OF BIRTH
6,PROMTEOK,RS CHANCES FOR PROMOTION GOOD
6,RELSP3,RELATIONSHIP OF PERSON 3 TO SPOUSE OF HOUSEHOL
6,AGE,EMPIMPORTANCE OF AGE TO PAY
6,NAFTA2A,MERICA BENEFITS FROM BEING A MEMBER OF NAFTA?   
6,GENDER7,GENDER OF 7TH PERSON
6,WHERE1,WHERE IS 1ST PERSON STAYING?
6,EMAILMIN,EMAIL MINUTES PER WEEK
6,WHOELSE1,PRESENCE OF OTHERS: CHILDREN UNDER SIX
6,CONFED,YEXEC BRANCH FED GOVT -- VERSION Z
6,PROMTEFR,PROMOTIONS ARE HANDLED FAIRLY
6,NATSPAC,SPACE EXPLORATION PROGRAM
6,RELATE6,RELATIONSHIP OF 6TH PERSON TO HOUSEHOLD HEAD
6,COLCOM,SHOULD COMMUNIST TEACHER BE FIRED
6,DISCAFF,MA MAN WON'T GET A JOB OR PROMOTION  
6,RELSP5,RELATIONSHIP OF PERSON 5 TO SPOUSE OF HOUSEHOL
6,WKDECIDE,HOW OFTEN R TAKE PART IN DECISIONS
6,WKSUB,S1DOES SUPERVISOR HAVE SUPERVISOR
6,COURTS,COURTS DEALING WITH CRIMINALS
6,CONFED,CONFID. IN EXEC BRANCH OF FED GOVT
6,WWWMIN,HMINUTES PER WEEK USE COMPUTER WWW
6,GOD,SWILLHOW LIKELY X S SITUATION CAUSED BY GOD S WILL
6,TAX,CHEATWRONG TO CHEAT ON TAXES?
6,POSSLQ,DOES R HAVE MARITAL PARTNER
6,WORKHARD,TO WORK HARD
6,NATSPACY,SPACE EXPLORATION -- VERSION Y
6,DWELLING,TYPE OF STRUCTURE
6,CONDEMND,R FREE FROM CONFLICTING DEMANDS
6,INTLINCS,LARGE INTL COMPANY DAMAGE TO LOCAL BUSINESS 
6,TRYNEWJB,HOW LIKELY R MAKE EFFORT FOR NEW JOB NEXT YEAR
6,USWARY,EXPECT U.S. IN WORLD WAR IN 10 YEARS
6,AWAY8,IS 8TH PERSON STAYING SOMEWHERE ELSE NOW?
6,ETHNUM,TYPE OF RESPONSE ABOUT ETHNICITY -- R
6,GIVSEAT,R OFFERED SEAT TO A STRANGER DURING PAST 12 MONTHS
6,NATDRUGY,DRUG REHABILITATION -- VERSION Y
6,NATAID,ZHELPING OTHER COUNTRIES -- VERSION Z
6,RELHHD14,RELATION OF 14TH PERSON (VISITOR) TO HEAD
6,CONSCI,CONFIDENCE IN SCIENTIFIC COMMUNITY
6,SAVESOUL,TRIED TO CONVINCE OTHERS TO ACCEPT JESUS
6,BIBLE,1DESCRIBE YOUR FEELINGS ABOUT THE BIBLE
6,SEX,4SEX OF PERSON NUMBER 4
6,PHYSHLTH,DAYS OF POOR PHYSICAL HEALTH PAST 30 DAYS
6,AGE,1AGE OF PERSON #1
6,IMMIDEAS,IMMIGRANTS MAKE AMERICA MORE OPEN  
6,ETH3,3RD MENTIONED COUNTRY OF ORIGIN                     
6,AMCHRSTN,HOW IMPORTANT TO BE A CHRISTIAN  
6,HELPBLK,SHOULD GOVT AID BLACKS?
6,RACE,THWHPOINTS ASSIGNED TO WHITE
6,PRAYER,XBIBLE PRAYER IN SCHOOLS -- VERSION Z
6,MARITAL,MARITAL STATUS
6,AWAY4,IS 4TH PERSON STAYING SOMEWHERE ELSE NOW?
6,BORN,SPIN WHAT COUNTRY WERE YOU BORN
6,HEALTH,CONDITION OF HEALTH
6,INTRHOME,INTERNET ACCESS IN R'S HOME
6,PRESTG105PLUS,RS OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
6,NAFTA1,HOW MUCH HEARD OR READ ABOUT NAFTA?                      
6,NATDRUG,DEALING WITH DRUG ADDICTION
6,AWAY1,3IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
6,RACECEN2,WHAT IS RS RACE 2ND MENTION
6,BUYVALUE,PERCENT OF COMPANY STOCK R BOUGHT FROM OWN MONEY
6,MEOVRWRK,MEN HURT FAMILY WHEN FOCUS ON WORK TOO MUCH
6,MASEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
6,SAFEFRST,NO SHORTCUTS ON WORKER SAFETY
6,RELSP1,0RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
6,SEX,SEXSEX OF SEX PARTNERS IN LAST YEAR
6,WHERE10,WHERE IS 1OTH PERSON STAYING?
6,EQWLTH,YGOVT REDUCE INCOME DIFFERENCES-VERSION Y
6,HHRACE,RACE OF HOUSEHOLD
6,RELATE1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
6,RELATE5,RELATIONSHIP OF 5TH PERSON TO HOUSEHOLD HEAD
6,NATCITYY,ASSISTANCE TO BIG CITIES -- VERSION Y
6,SEXORNT,SEXUAL ORIENTATION
6,GENDER11,GENDER OF 11TH PERSON (VISITOR)
6,GOD,HELPASK FOR GODS HELP IN DAILY ACTIVITIES
6,CONTV,CONFIDENCE IN TELEVISION
6,TRUST,5PEOPLE CAN OR CANNOT BE TRUSTED
6,SIGNDPET,SIGNED A PETITION  
6,HELPPOOR,SHOULD GOVT IMPROVE STANDARD OF LIVING?
6,SPSEI10,R'S SPOUSE'S SOCIOECONOMIC INDEX (2010)
6,COLATH,ALLOW ANTI-RELIGIONIST TO TEACH
6,IFWRONG,AGREE PEOPLE SHOULD SUPPORT THEIR COUNTRY  
6,NATPARK,ZIMPROVING PARKS AND RECREATION -- VER Z
6,HIVTEST,HAVE YOU EVER BEEN TESTED FOR HIV
6,RELSP12,RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
6,WHERE1,3WHERE IS 13TH PERSON (VISITOR) STAYING?
6,NATHEALY,HEALTH -- VERSION Y
6,CITWORLD,I AM A CITIZEN OF THE WORLD
6,PARBORN,WERE RS PARENTS BORN IN THIS COUNTRY
6,SEX,1SEX OF PERSON NUMBER 1
6,SPKRAC,ALLOW RACIST TO SPEAK
6,STRESS,WKSTRESS AT WORK IN PAST 2 WKS
6,WORKBLKS,HARD WORKING - LAZY
6,EARTHSUN,SCI KNOWLEDGE: THE EARTH GOES AROUND THE SUN
6,CAPPUN,FAVOR OR OPPOSE DEATH PENALTY FOR MURDER
6,DISCAFFW,HITES HURT BY AFF. ACTION
6,GOD,MEANSLIFE MEANINGFUL BECAUSE GOD EXISTS
6,ID,U30R INJECT DRUGS IN PAST 30 DAYS
6,RELMEET,ALLOWED TO HOLD PUB MEETING FOR RELIGIOUS EXTREMIST  
6,ODDS1,TEST OF KNOWLEDGE ABOUT PROBABLITY1
6,RELHHD3,RELATION OF 3RD PERSON TO HOUSEHOLD HEAD
6,GRANBORN,HOW MANY GRANDPARENTS BORN OUTSIDE U.S.
6,WLTHBLKS,RICH - POOR
6,JOBSEC,NO DANGER OF BEING FIRED
6,AMTV,TV SHOULD GIVE PREFERENCE TO AMERICAN FILMS  
6,FEPOL,WOMEN NOT SUITED FOR POLITICS
6,PHONE,DOES R HAVE TELEPHONE
6,GOD,CHNGEDESCRIBE YOUR BELIEFS ABOUT GOD
6,MAR1,2MARITAL STATUS OF 12TH PERSON (VISITOR)
6,FORM,LDYSTHE NUMBER OF DAYS IN FORMAL TRAINING         
6,PAOCC10,FATHERS CENSUS OCCUPATION CODE (2010)
6,INTSEX,SEX OF INTERVIEWER
6,SPGRADTOUNDER,RATIO OF GRADUATE STUDENTS TO UNDERGRADUATE STUDENTS IN COLLEGE SPOUSE ATTECOBARATERATE OF BA DEGREE EARNING AT COLLEGE PARTNER ATTENDED
6,COWRKINT,COWORKERS TAKE A PERSONAL INTEREST IN R
6,OBEYLAWS,HOW IMPORTANT ALWAYS TO OBEY LAWS  
6,SUPCARES,SUPERVISOR CONCERNED ABOUT WELFARE
6,PROUDGRP,HOW PROUD ITS FAIR AND EQUAL TREATMENT  
6,SPRTPRSN,R CONSIDER SELF A SPIRITUAL PERSON    
6,WIDOWED,EVER BEEN WIDOWED
6,WKSUPS,1DOES SUBORDINANT SUPERVISE ANYONE
6,USEWWW,R USE WWW OTHER THAN EMAIL
6,HELPOTH,TO HELP OTHERS
6,EVIDU,R EVER INJECT DRUGS
6,SPKLANG,WHOW WELL R SPEAKS THE LANGUAGE IN BETRLANG
6,AFFRMACT,FAVOR PREFERENCE IN HIRING BLACKS
6,AMOWNWAY,AMERICA SHOULD FOLLOW ITS OWN INTERESTS  
6,MARHISP,CLOSE RELATIVE MARRY HISPANIC
6,PROUDMIL,HOW PROUD AMERICA'S ARMED FORCES                 
6,HUNT,OTHRDOES OTHER HOUSEHOLD MEMBER HUNT
6,PAIDSEX,R HAD SEX FOR PAY LAST YEAR
6,RELHHD4,RELATION OF 4TH PERSON TO HOUSEHOLD HEAD
6,NATRACE,YASSISTANCE TO BLACKS -- VERSION Y
6,CARRIED,R CARRIED A STRANGER'S BELONGINGS
6,OTHLANG2,WHAT OTHER LANGUAGES DOES R SPEAK
6,CONTV,NHAVE VIETNAMESE POSITIVE CONTRIBUTION TO COUNTRY
6,RACOPEN,VOTE ON OPEN HOUSING LAW
6,RELIG,2RELIGIOUS PREFERENCE OF PERSON #2
6,PRESTG10,RS OCCUPATIONAL PRESTIGE SCORE (2010)
6,RELHH6,RELATIONSHIP OF PERSON 6 TO HEAD OF HOUSEHOLD
6,SECTOR,TYPE OF COLLEGE RESPONDENT ATTENDED
6,FORM,LHRSTHE NUMBER OF HRS IN FORMAL TRAINING          
6,FEAR,FULFELT FEARFUL ABOUT SOMETHING  
6,GOD,WATCHBELIEVE IN GOD WHO WATCH OVER ME              
6,RACE,RACE OF RESPONDENT
6,NTCITVTE,LONG-TERM RESIDENTS SHOULD VOTE
6,RADIOACT,SCI KNOWLEDGE: ALL  RADIOACTIVITY IS MAN-MADE
6,ABSINGLE,NOT MARRIED
6,ESOP,R IS MEMBER OF ESOP
6,OTHER,1PERSON #1 IS OTHER TYPE OF ACQUAINTANCE
6,SATFIN,SATISFACTION WITH FINANCIAL SITUATION
6,YEAR,BIZYEAR BUSINESS STARTED
6,NATSOC,ZPROTECTING SOCIAL SECURITY -- VERSION Z
6,AWAY13,IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
6,SCISTUDY,R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY
6,RACE,DBTFCERTAINTY OF OBSERVED RACE
6,WKSUBS,DOES SUPERVISOR HAVE SUPERVISOR
6,HEALTH1,RS HEALTH IN GENERAL
6,CSHUTYP12,"DURING APRIL-JUNE 2012, WAS R RESIDENT IN HOUSEHOLD OR INSTITUTION"
6,OTHREASN,HOW IMPORTANT TO TRY TO UNDRSTND REASONING OF OTHR O
6,PAYTAXES,HOW IMPORTANT NEVER TO TRY TO EVADE TAXES  
6,PROUDHIS,HOW PROUD ITS HISTORY                            
6,OLD6,AGE OF 6TH PERSON
6,NUMEMPS,5HOW MANY PEOPLE R EMPLOYS 5 YRS AFTER
6,LOANITEM,R HAS LET SOMEONE BORROW A ITEM OF SOME VALUE
6,LIBCOM,ALLOW COMMUNISTS BOOK IN LIBRARY
6,INTETHN,RACE OF INTERVIEWER
6,WKSEXISM,R FEELS DISCRIMINATED BECAUSE OF GENDER
6,WKSUP,S1DOES SUBORDINANT SUPERVISE ANYONE
6,OLD4,AGE OF 4TH PERSON
6,RELHHD11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
6,RACE,SEEOBSERVED RACE
6,OBEY,SOBEYS PARENTS WELL
6,TAX,PAIDDO AUTHORITIES ENSURE TAXES ARE PAID
6,INTMIL,INTERESTED IN MILITARY POLICY
6,GETAHEAD,OPINION OF HOW PEOPLE GET AHEAD
6,SEXEDUC,SEX EDUCATION IN PUBLIC SCHOOLS
6,DISCAFFM,A MAN WON'T GET A JOB OR PROMOTION  
6,TRUST,SCIWE TRUST TOO MUCH IN SCIENCE   
6,NATROAD,ZIMPROVING HIGHWAYS AND BRIDGES -- VER Z
6,BUYPOL,HOW IMPORTANT TO CHOOSE PRODUCTS FOR POL REASONS
6,FUND,HOW FUNDAMENTALIST IS R CURRENTLY
6,EDUC,3EDUCATION LEVEL OF PERSON #3
6,NEWS,HOW OFTEN DOES R READ NEWSPAPER
6,PARSOL,RS LIVING STANDARD COMPARED TO PARENTS
6,POLFUNDS,DONATED MONEY OR RAISED FUNDS FOR SOC OR POL ACTIVITY
6,OTHLANG1,WHAT OTHER LANGUAGES DOES R SPEAK
6,HLTHALL,HEALTHCARE PROVIDED FOR EVERYONE
6,AMLIVED,HOW IMPORTANT TO HAVE LIVED IN AMERICA FOR LIFE  
6,RACWORK,RACIAL MAKEUP OF WORKPLACE
6,RELATE10,RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
6,NATCHLD,ASSISTANCE FOR CHILDCARE
6,SCINEWS3,WHERE ONLINE GET INFO
6,POLEFF19,R HAVE A GOOD UNDERSTANDING OF POL ISSUES  
6,WWWMIN,WWW MINUTES PER WEEK
6,YEAR,GSS YEAR FOR THIS RESPONDENT                       
6,PRAY,ERBIBLE PRAYER IN PUBLIC SCHOOLS
6,SEX,EDUCSEX EDUCATION IN PUBLIC SCHOOLS
6,BABIES,HOUSEHOLD MEMBERS LESS THAN 6 YRS OLD
6,NEWS,PRNTHOW OFTEN DOES R READ TRADITIONAL NEWSPAPER
6,WHOELSE6,PRESENCE OF OTHERS: NO ONE
6,EDUC,EMPIMPORTANCE OF EDUC & QUALIF. TO PAY
6,NATDRUG,YDRUG REHABILITATION -- VERSION Y
6,IMMJOBS,IMMIGRANTS TAKE JOBS AWAY  
6,STRESS,ESHOW LIKELY X S SITUATION CAUSED BY STRESS
6,SPANENG,INTERVIEWS CONDUCTED IN SPANISH OR ENGLISH
6,SCIBNFTS,BENEFITS OF SCI RESEARCH OUTWEIGH HARMFUL RESULTS
6,SPFUND,16HOW FUNDAMENTALIST WAS SPOUSE AT 16
6,FUND,16HOW FUNDAMENTALIST WAS R AT AGE 16
6,WRKSTAT,LABOR FORCE STATUS
6,NEWS,GRPSHOW FAMILIAR R IS WITH TERM NEWSGROUPS
6,WEALTH,TOTAL WEALTH OF RESPONDENT
6,EVPAIDSX,EVER HAVE SEX PAID FOR OR BEING PAID SINCE 18
6,POSSLQY,RELATIONSHIP STATUS AND COHABITATION OR NOT
6,LIBRAC,ALLOW RACISTS BOOK IN LIBRARY
6,RELATE13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
6,RELHH14,RELATIONSHIP OF PERSON 14 TO HEAD OF HOUSEHOLD
6,WHERE7,WHERE IS 7TH PERSON STAYING?
6,WKVSFAM,HOW OFTEN JOB INTERFERES FAM LIFE
6,EXPDESGN,BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL
6,RELHH1,1RELATIONSHIP OF PERSON 11 TO HEAD OF HOUSEHOLD
6,CONSENT,PARTICIPATION/RECORDING CONSENT
6,DENOM,16DENOMINATION IN WHICH R WAS RAISED
6,RELHH1,RELATIONSHIP OF PERSON 1 TO HEAD OF HOUSEHOLD
6,FAMVSWK,1HOW OFTEN DIFFICULT TO CONC AT WORK BECAUSE FAMILY RESP
6,MADEG,MOTHERS HIGHEST DEGREE
6,SEX,FREQFREQUENCY OF SEX DURING LAST YEAR
6,CAPPUN,2DOES R FAVOR CAPITAL PUNISHMENT
6,IDU30,R INJECT DRUGS IN PAST 30 DAYS
6,USWAR,YEXPECT U.S. IN WORLD WAR IN 10 YEARS
6,SEXSEX,SEX OF SEX PARTNERS IN LAST YEAR
6,SPWRKSLF,SPOUSE SELF-EMP. OR WORKS FOR SOMEBODY
6,NATCRIME,HALTING RISING CRIME RATE
6,HUNT,BEARTRUE-FALSE: HUNTING MAKE POLAR BEAR EXTINCT THAN CLIMATE CHANGE
6,RELATE3,RELATIONSHIP OF 3RD PERSON TO HOUSEHOLD HEAD
6,CLASS,SUBJECTIVE CLASS IDENTIFICATION
